"COMPLAINTNUMBER","ACCIDENTDATE","YEAR","MILITARYTIME","DAYOFWEEK","ACCIDENTTYPE","NUMINVOLVED","NUMINJURED","NUMFATALITIES","FEETFROMINTERSECTION","CITYQUADRANT","CONSTRUCTION","ONSTREET","COLLISIONTYPE","WEATHER","TRAFFICCONDITION","ROADWAYTYPE","TRAFFICCONTROL","MPDLOCATION","CRASHDURATION","LATITUDE","LONGITUDE","TAXIINVOLVED","TOURBUSINVOLVED","MILITARYHOUR","ACCIDENTDATETIME"
15038239,2015-03-19,2015,"1234","Thursday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Right Turn Hit Veh.","Clear","Medium","Two-Way, Divided Unprotected","Turn Restricted","19TH ST NW / K ST NW",1,38.90265,-77.04345,"","","12",2015-03-19 12:34:00
15037187,2015-03-17,2015,"1320","Tuesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Rear End","Clear","Heavy","Two-Way, Not Divided","Signal","CONNECTICUT AVE NW / L ST NW",30,38.903745,-77.040009,"","","13",2015-03-17 13:20:00
15040347,2015-03-23,2015,"0936","Monday","Injury",2,1,0,0,"NW","N","Within 100ft of Intersection","Rear End","Clear","Heavy","One-Way, Not Divided","Signal","606 18TH STREET NW",94,38.897785,-77.041943,"","","9",2015-03-23 09:36:00
15041686,2015-03-25,2015,"1700","Wednesday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Heavy","One-Way, Not Divided","Signal","606 18TH STREET NW",0,38.897785,-77.041943,"","","17",2015-03-25 17:00:00
15033525,2015-03-10,2015,"1528","Tuesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Side Swiped","Rain","Heavy","Two-Way, Not Divided","Signal","1801 FLORIDA AVENUE NW",1,38.916827,-77.04186,"","","15",2015-03-10 15:28:00
15030590,2015-03-04,2015,"1330","Wednesday","",2,0,0,0,"NW","N","At Intersection","Backing Hit Moving Veh.","Fog/Mist","Medium","Two-Way, Divided Unprotected","None","1800 Block North Capitol NW @ Unit Block S St.",5,38.913902,-77.0419,"","","13",2015-03-04 13:30:00
15038227,2015-03-18,2015,"2030","Wednesday","",2,0,0,50,"NW","N","Within 100ft of Intersection","Rear End","Unknown","Unknown","Two-Way, Divided Unprotected","None","1706 18TH ST NW",-520,38.913086,-77.042068,"","","20",2015-03-18 20:30:00
15038837,2015-03-20,2015,"1448","Friday","Prop. Damage",3,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Rain","Medium","One-Way, Not Divided","None","1100 CONNECTICUT AVENUE NW",22,38.904073,-77.040638,"","","14",2015-03-20 14:48:00
15029902,2015-03-03,2015,"0445","Tuesday","Injury",2,1,0,0,"NW","N","Within 100ft of Intersection","Rear End","Clear","Light","One-Way, Not Divided","Signal","CONNECTICUT AVE NW / M ST NW",5,38.905666,-77.041132,"","","4",2015-03-03 04:45:00
15030259,2015-03-03,2015,"1828","Tuesday","Prop. Damage",2,0,0,25,"NW","N","Within 100ft of Intersection","Side Swiped","Rain","Medium","One-Way, Not Divided","Signal","701 18TH STREET NW",0,38.899005,-77.04128,"","","18",2015-03-03 18:28:00
15030768,2015-03-04,2015,"2045","Wednesday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Rain","Medium","Two-Way, Divided Positive","Signal","1000 CONNECTICUT AVENUE NW",0,38.902853,-77.040005,"Yes","","20",2015-03-04 20:45:00
15040433,2015-03-23,2015,"1256","Monday","Prop. Damage",2,0,0,60,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Light","Two-Way, Not Divided","None","1711 LANIER PL NW",2,38.926067,-77.040131,"","","12",2015-03-23 12:56:00
15045214,2015-03-30,2015,"0938","Monday","",1,0,0,5,"NW","N","Within 100ft of Intersection","Straight Hit Ped.","Clear","Heavy","Two-Way, Not Divided","Signal","1700 PENNSYLVANIA AVENUE NW",0,38.89865,-77.039956,"","","9",2015-03-30 09:38:00
15033030,2015-03-07,2015,"1100","Saturday","Prop. Damage",2,0,0,0,"","N","At Intersection","Side Swiped","Snow","Light","Two-Way, Not Divided","None","1701 SUMMIT PL",300,38.926588,-77.040603,"","","11",2015-03-07 11:00:00
15042014,2015-03-26,2015,"1139","Thursday","",2,0,0,1000,"NW","N","Not at Intersection","Backing Hit Parked Veh.","Rain","Heavy","One-Way, Not Divided","None","1727 I STREET NW",0,38.901621,-77.0406,"","","11",2015-03-26 11:39:00
15041706,2015-03-25,2015,"1806","Wednesday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Heavy","One-Way, Not Divided","None","1717 H STREET NW",0,38.900494,-77.040595,"","","18",2015-03-25 18:06:00
15030604,2015-03-04,2015,"1350","Wednesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Left Turn Hit Veh.","Rain","Medium","Two-Way, Divided Positive","Signal","CONNECTICUT AVE NW / DE SALES ST NW",0,38.904727,-77.040589,"","","13",2015-03-04 13:50:00
15035640,2015-03-12,2015,"1042","Thursday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","Two-Way, Divided Unprotected","Signal","1000 CONNECTICUT AVE NW",0,38.902885,-77.040291,"","","10",2015-03-12 10:42:00
15033236,2015-03-10,2015,"0144","Tuesday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","Two-Way, Not Divided","Signal","17TH ST NW / I ST NW",0,38.901158,-77.039969,"","","1",2015-03-10 01:44:00
15043121,2015-03-28,2015,"0303","Saturday","Injury",2,2,0,50,"NW","N","At Intersection","Right Angle","Clear","Light","Two-Way, Not Divided","Signal","1706 I Street NW",1,38.901158,-77.039969,"","","3",2015-03-28 03:03:00
15030262,2015-03-03,2015,"1830","Tuesday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Rear End","Rain","Heavy","One-Way, Not Divided","None","1710 I STREET NW",12,38.901154,-77.040075,"","","18",2015-03-03 18:30:00
15043268,2015-03-28,2015,"1310","Saturday","Prop. Damage",2,0,0,5,"NW","N","At Intersection","Rear End","Clear","Medium","One-Way, Not Divided","Signal","1710 I STREET NW",0,38.901154,-77.040075,"","","13",2015-03-28 13:10:00
15041469,2015-03-25,2015,"1047","Wednesday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Left Turn Hit Veh.","Clear","Heavy","Two-Way, Divided Unprotected","Signal","600 17TH ST NW",0,38.897564,-77.04002,"Yes","","10",2015-03-25 10:47:00
15044803,2015-03-31,2015,"1323","Tuesday","",2,0,0,5,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","Two-Way, Not Divided","Signal","430 17TH STREET NW",0,38.894819,-77.040205,"","","13",2015-03-31 13:23:00
15044365,2015-03-30,2015,"1658","Monday","Prop. Damage",2,0,0,0,"","N","Other","Head On","Clear","Heavy","Two-Way, Divided Positive","None","I395 NB on 14th St Bridge HOV",17,38.877242,-77.040947,"","","16",2015-03-30 16:58:00
15030083,2015-03-03,2015,"1417","Tuesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Left Turn Hit Veh.","Rain","Unknown","Two-Way, Not Divided","Signal","6000 16TH STREET NW",1,38.965289,-77.040017,"","","14",2015-03-03 14:17:00
15043230,2015-03-28,2015,"1015","Saturday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Right Turn Hit Veh.","Clear","Medium","Two-Way, Not Divided","Stop Sign","6100 16TH STREET NW",0,38.965289,-77.040017,"","","10",2015-03-28 10:15:00
15034022,2015-03-07,2015,"1700","Saturday","",2,0,0,100,"NW","N","Within 100ft of Intersection","Right Turn Hit Veh.","Clear","Unknown","Two-Way, Not Divided","None","2719 ONTARIO RD NW",1,38.924957,-77.040412,"","","17",2015-03-07 17:00:00
15029709,2015-03-02,2015,"1805","Monday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","None","800 19TH ST NW",32,38.899717,-77.043518,"","","18",2015-03-02 18:05:00
15030868,2015-03-05,2015,"40","Thursday","",2,1,0,0,"NW","N","At Intersection","Side Swiped","Rain","Light","One-Way, Not Divided","Signal","19TH ST NW / L ST NW",0,38.90374,-77.04346,"","","",NA
15039622,2015-03-21,2015,"2219","Saturday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Right Angle","Clear","Heavy","Two-Way, Not Divided","Stop Sign","18TH ST NW / CORCORAN ST NW",1,38.91187,-77.04167,"","","22",2015-03-21 22:19:00
15037953,2015-03-18,2015,"1924","Wednesday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","Two-Way, Divided Positive","Signal","18TH ST NW / CONNECTICUT AVE NW",0,38.906746,-77.041685,"","","19",2015-03-18 19:24:00
15032267,2015-03-08,2015,"0326","Sunday","",2,0,0,0,"NW","N","At Intersection","Right Angle","Clear","Light","Two-Way, Divided Unprotected","Signal","1801 PARK ROAD NW",7,38.932686,-77.04161,"","","3",2015-03-08 03:26:00
15035074,2015-03-13,2015,"1255","Friday","Prop. Damage",2,0,0,40,"NW","N","Within 100ft of Intersection","Rear End","Clear","Medium","One-Way, Not Divided","None","L STREET NW",5,38.903741,-77.041591,"","","12",2015-03-13 12:55:00
15030561,2015-03-04,2015,"1243","Wednesday","Prop. Damage",2,0,0,70,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","Signal","1800 M STREET NW",17,38.90533,-77.042237,"Yes","","12",2015-03-04 12:43:00
15032189,2015-03-08,2015,"30","Sunday","",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Heavy","One-Way, Not Divided","None","1800 M STREET NW",1,38.90533,-77.042237,"","","",NA
15034681,2015-03-12,2015,"1908","Thursday","",2,0,0,5,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Heavy","Two-Way, Not Divided","Signal","18TH ST NW / U ST NW",2,38.91709,-77.041646,"","","19",2015-03-12 19:08:00
15035482,2015-03-14,2015,"0300","Saturday","Prop. Damage",2,0,0,50,"NW","N","Within 100ft of Intersection","Side Swiped","Rain","Medium","One-Way, Not Divided","Signal","1200 18TH STREET NW",0,38.905942,-77.042055,"Yes","","3",2015-03-14 03:00:00
15034645,2015-03-12,2015,"1817","Thursday","Prop. Damage",2,0,0,120,"NW","N","Not at Intersection","Side Swiped","Clear","Medium","Two-Way, Divided Unprotected","None","2465 18TH ST NW",3,38.922138,-77.042194,"","","18",2015-03-12 18:17:00
15043600,2015-03-29,2015,"0145","Sunday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Rear End","Clear","Heavy","Two-Way, Divided Unprotected","None","2445 18TH STREET NW",1,38.921702,-77.042039,"","","1",2015-03-29 01:45:00
15033302,2015-03-10,2015,"0805","Tuesday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Rear End","Clear","Medium","Two-Way, Divided Unprotected","None","2467 18TH ST NW",0,38.922193,-77.042177,"","","8",2015-03-10 08:05:00
15035987,2015-03-15,2015,"10","Sunday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Heavy","One-Way, Not Divided","Signal","1200 18TH STREET NW",13,38.905942,-77.042055,"Yes","","",NA
15041489,2015-03-25,2015,"1207","Wednesday","",2,0,0,20,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","Signal","1801 E STREET NW",0,38.896195,-77.041935,"","","12",2015-03-25 12:07:00
15039553,2015-03-21,2015,"1955","Saturday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Side Swiped","Clear","Light","Two-Way, Divided Positive","Signal","1800 VIRGINIA AVE NW",5,38.892677,-77.04193,"","","19",2015-03-21 19:55:00
15037963,2015-03-18,2015,"2004","Wednesday","",2,0,0,150,"NW","N","Not at Intersection","Backing Hit Parked Veh.","Clear","Light","Two-Way, Not Divided","None","2010 18TH STREET NW",1,38.917361,-77.041879,"","","20",2015-03-18 20:04:00
15044366,2015-03-30,2015,"1545","Monday","",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Light","Two-Way, Not Divided","None","1756 KENYON STREET NW",5,38.929498,-77.040872,"","","15",2015-03-30 15:45:00
15029320,2015-03-01,2015,"1954","Sunday","Injury",2,1,0,0,"","N","Not at Intersection","Ran Off Roadway","Sleet/Hail","Light","Two-Way, Divided Positive","None","I395 NB AT EXIT # 1 HOV LANES",0,38.878079,-77.039709,"","","19",2015-03-01 19:54:00
15029470,2015-03-02,2015,"0850","Monday","Prop. Damage",3,0,0,0,"","N","Not at Intersection","Rear End","Other","Heavy","Two-Way, Divided Positive","None","I395 at Exit 9",25,38.878079,-77.039709,"","","8",2015-03-02 08:50:00
15033578,2015-03-10,2015,"1730","Tuesday","Prop. Damage",2,0,0,0,"","N","Not at Intersection","Other","Rain","Heavy","Two-Way, Divided Positive","None","I695 WB 1/2 mile prior I395N/B",1,38.878079,-77.039709,"","","17",2015-03-10 17:30:00
15033868,2015-03-11,2015,"1007","Wednesday","Prop. Damage",2,0,0,0,"","N","Not at Intersection","Rear End","Clear","Heavy","Two-Way, Divided Positive","None","E/B I-395",2,38.878079,-77.039709,"","","10",2015-03-11 10:07:00
15039637,2015-03-21,2015,"2200","Saturday","",2,0,0,0,"","N","Not at Intersection","Left Turn Hit Veh.","Clear","Medium","Two-Way, Divided Positive","None","I395 S/B I695 W/B",40,38.878079,-77.039709,"","","22",2015-03-21 22:00:00
15044176,2015-03-30,2015,"1025","Monday","Prop. Damage",2,0,0,0,"","N","Within 100ft of Intersection","Rear End","Clear","Medium","Two-Way, Divided Positive","Signal","1200 BLOCK CONNECTICUT AVE",0,38.905748,-77.041276,"Yes","","10",2015-03-30 10:25:00
15041748,2015-03-25,2015,"1930","Wednesday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","Signal","1776 I STREET NW",0,38.901091,-77.041363,"","","19",2015-03-25 19:30:00
15035932,2015-03-14,2015,"2321","Saturday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Right Turn Hit Veh.","Clear","Heavy","Unknown","None","1111 18TH STREET NW",0,38.904439,-77.041331,"","","23",2015-03-14 23:21:00
15041490,2015-03-25,2015,"1125","Wednesday","",1,0,0,0,"NW","N","At Intersection","Other","Clear","Medium","Two-Way, Divided Unprotected","Signal","1782 FLORIDA AVENUE NW",0,38.916722,-77.041337,"","","11",2015-03-25 11:25:00
15038288,2015-03-19,2015,"1335","Thursday","Injury",2,1,0,30,"NW","N","Within 100ft of Intersection","Parked Vehicle","Clear","Light","Two-Way, Not Divided","Stop Sign","2505 CHAMPLAIN STREET NW",1,38.923298,-77.041206,"","","13",2015-03-19 13:35:00
15034667,2015-03-12,2015,"1804","Thursday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Heavy","Two-Way, Not Divided","None","200 17TH ST NW",55,38.902409,-77.039414,"","","18",2015-03-12 18:04:00
15038264,2015-03-19,2015,"1309","Thursday","",2,0,0,0,"NW","N","At Intersection","Side Swiped","Clear","Heavy","Two-Way, Divided Unprotected","Signal","CONNECTICUT AVE NW / K ST NW",1,38.902659,-77.039428,"","","13",2015-03-19 13:09:00
15036530,2015-03-16,2015,"0815","Monday","Prop. Damage",2,0,0,35,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","Signal","17TH ST NW / H ST NW",0,38.90021,-77.039431,"","","8",2015-03-16 08:15:00
15037173,2015-03-17,2015,"1238","Tuesday","",2,0,0,125,"NW","N","Not at Intersection","Backing Hit Parked Veh.","Clear","Medium","Two-Way, Divided Unprotected","None","1700 COLUMBIA ROAD NW",7,38.9245,-77.039381,"","","12",2015-03-17 12:38:00
15039642,2015-03-21,2015,"2211","Saturday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Backing Hit Moving Veh.","Clear","Unknown","One-Way, Not Divided","None","1800 LAMONT ST NW",1,38.931251,-77.041492,"","","22",2015-03-21 22:11:00
15044388,2015-03-30,2015,"1725","Monday","",2,0,0,0,"NW","N","Not at Intersection","Other","Clear","Heavy","Two-Way, Divided Unprotected","None","1732 MASSACHUSETTS AVE NW",1,38.908225,-77.039627,"","","17",2015-03-30 17:25:00
15031106,2015-03-05,2015,"1813","Thursday","",2,0,0,0,"NW","N","At Intersection","Right Turn Hit Veh.","Snow","Light","One-Way, Not Divided","None","ARGONNE PL NW / LANIER PL NW",3,38.926288,-77.039299,"","","18",2015-03-05 18:13:00
15035445,2015-03-14,2015,"0115","Saturday","Prop. Damage",2,0,0,20,"NW","N","Within 100ft of Intersection","Right Turn Hit Veh.","Rain","Heavy","Two-Way, Not Divided","Stop Sign","1707 S STREET NW",5,38.914316,-77.03963,"","","1",2015-03-14 01:15:00
15033971,2015-03-11,2015,"1315","Wednesday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Backing Hit Moving Veh.","Clear","Light","One-Way, Not Divided","None","1724 Q STREET NW",0,38.910939,-77.039704,"","","13",2015-03-11 13:15:00
15031390,2015-03-06,2015,"1508","Friday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","Two-Way, Not Divided","Signal","17TH ST NW / G ST NW",2,38.89832,-77.03945,"","","15",2015-03-06 15:08:00
15029524,2015-03-02,2015,"1110","Monday","Prop. Damage",2,0,0,0,"SW","N","Within 100ft of Intersection","Rear End","Clear","Heavy","Two-Way, Divided Positive","None","0 I395 NB NORTH OF MAINE AVE SW",0,38.878207,-77.039488,"","","11",2015-03-02 11:10:00
15029778,2015-03-02,2015,"2020","Monday","Prop. Damage",2,0,0,0,"","N","N/A","Side Swiped","Clear","Medium","Two-Way, Divided Positive","None","0 I395 SB",1,38.878207,-77.039488,"","","20",2015-03-02 20:20:00
15030685,2015-03-04,2015,"1620","Wednesday","Injury",2,2,0,0,"","N","N/A","Rear End","Rain","Heavy","One-Way, Not Divided","None","0 I395 NB",1,38.878207,-77.039488,"","","16",2015-03-04 16:20:00
15039216,2015-03-21,2015,"0733","Saturday","Injury",2,1,0,0,"","Y","N/A","Rear End","Clear","","One-Way, Not Divided","None","0 I395 SB",12,38.878207,-77.039488,"","","7",2015-03-21 07:33:00
15039362,2015-03-21,2015,"1406","Saturday","",2,0,0,0,"","N","N/A","Rear End","Clear","Heavy","One-Way, Not Divided","None","0 I395northbound",4,38.878207,-77.039488,"","","14",2015-03-21 14:06:00
15034183,2015-03-11,2015,"2010","Wednesday","",1,0,0,0,"NW","N","At Intersection","Right Turn Hit Ped.","Clear","Medium","Two-Way, Not Divided","Signal","17TH ST NW / PENNSYLVANIA AVE NW",0,38.898811,-77.039448,"","","20",2015-03-11 20:10:00
15041234,2015-03-24,2015,"1901","Tuesday","Prop. Damage",2,1,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Heavy","One-Way, Not Divided","Signal","17TH ST NW / K ST NW",0,38.90253,-77.03944,"","","19",2015-03-24 19:01:00
15038378,2015-03-19,2015,"1651","Thursday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Heavy","One-Way, Not Divided","None","1625 I ST NW",0,38.901715,-77.037602,"Yes","","16",2015-03-19 16:51:00
15031694,2015-03-07,2015,"20","Saturday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Parked Vehicle","Clear","Medium","Two-Way, Not Divided","Signal","1621 R STREET NW",5,38.91281,-77.037597,"","","",NA
15029796,2015-03-01,2015,"2052","Sunday","",2,0,0,0,"","N","Not at Intersection","","","","","","14TH STREET BRIDGE",0,38.87911,-77.038943,"","","20",2015-03-01 20:52:00
15037903,2015-03-18,2015,"1755","Wednesday","Injury",2,1,0,200,"NW","N","Not at Intersection","Side Swiped","Clear","Medium","Two-Way, Not Divided","None","1706 P STREET NW",0,38.909453,-77.038927,"","","17",2015-03-18 17:55:00
15031747,2015-03-07,2015,"0245","Saturday","Prop. Damage",2,0,0,5,"NW","N","At Intersection","Rear End","Clear","Heavy","Two-Way, Not Divided","Signal","1700 FLORIDA AVE NW",15,38.918274,-77.038811,"","","2",2015-03-07 02:45:00
15037115,2015-03-17,2015,"1051","Tuesday","Prop. Damage",2,0,0,120,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","None","1632 17TH ST NW",9,38.912273,-77.038811,"","","10",2015-03-17 10:51:00
15030357,2015-03-03,2015,"2305","Tuesday","",2,0,0,0,"NW","N","Not at Intersection","Rear End","Clear","Light","Two-Way, Divided Positive","None","2525 17TH STREET NW",10,38.923943,-77.038811,"","","23",2015-03-03 23:05:00
15043135,2015-03-28,2015,"0327","Saturday","",0,0,0,0,"NW","N","Not at Intersection","Parked Vehicle","Clear","Unknown","Two-Way, Divided Unprotected","None","1600 MASSACHUSETTS AVE NW",1,38.907488,-77.038133,"","","3",2015-03-28 03:27:00
15035916,2015-03-14,2015,"2230","Saturday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Right Turn Hit Veh.","Fog/Mist","Unknown","One-Way, Not Divided","Signal","1700 R STREET NW",5,38.912455,-77.038704,"","","22",2015-03-14 22:30:00
15044801,2015-03-31,2015,"1337","Tuesday","Prop. Damage",2,1,0,10,"NW","N","Within 100ft of Intersection","","","","","","1638 17TH STREET NW",23,38.912401,-77.038701,"","","13",2015-03-31 13:37:00
15039627,2015-03-21,2015,"2241","Saturday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Parked Vehicle","Clear","Medium","Two-Way, Not Divided","Stop Sign","1900 17TH STREET NW",64,38.91572,-77.038685,"","","22",2015-03-21 22:41:00
15033401,2015-03-10,2015,"1130","Tuesday","Prop. Damage",2,0,0,50,"NW","N","Within 100ft of Intersection","Side Swiped","Rain","Heavy","Two-Way, Divided Unprotected","Signal","1100 17TH STREET NW",2,38.904048,-77.038885,"","","11",2015-03-10 11:30:00
15037699,2015-03-18,2015,"1130","Wednesday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Rear End","Clear","Medium","Two-Way, Divided Unprotected","None","1000 BK  17TH ST NW",4,38.902646,-77.038615,"Yes","","11",2015-03-18 11:30:00
